Word,Positive Score,Negative Score
ਕ੍ਰਿਸ਼ੀ,0.0,0.0
ਹਬਸ਼ਣ,0.0,0.0
ਜੀਵਿਤ,0.125,0.0
ਹਬਸ਼ੀ,0.0,0.0
ਸੌਗੀ,0.0,0.125
ਸੁਹੇਲਾ,0.375,0.3392857
ਵਿਚਿੱਤਰ,0.375,0.0
ਹਾਜਮੇਦਾਰ,0.0,0.0
ਪਰਵੀਨ,0.375,0.0
ਸਵਾਰਥਵਾਦ,0.0,0.5
ਇੰਦਰਲੋਕ,0.125,0.0625
ਨਾਇਕਾ,0.5,0.0
ਸਾਬਕਾ,0.0,0.0
ਕ੍ਰਿਸ਼ਨ,0.20833333,0.1875
ਨਾਈਟ੍ਰੋਜ਼ਨ,0.0,0.0
ਅਨੁਕ੍ਰਿਯਾ,0.0,0.0
ਕਰਾਏਦਾਰ,0.0,0.0
ਵਿਹਲੜਾ,0.125,0.5416667
ਹਨੇਰਾ,0.30357143,0.35416666
ਅਦਰਿਸ਼ਟ,0.125,0.5
ਗਿਰਦੇ,0.125,0.0
ਪੂਰਕ,0.0,0.0
ਐਲੀਵੇਸ਼ਨ,0.22916667,0.125
ਹਨੇਰੀ,0.0,0.0
ਅਪਰਤੱਖ,0.1875,0.53125
ਏਲੂਆ,0.0,0.0
ਗਿਰਦਾ,0.125,0.0
ਸਮਾਨਾਰਥਕ,0.0,0.0
ਤੂਫਾਨ,0.125,0.22916667
ਖਸਮਾਨਾ,0.0,0.25
ਸਾਈਫ਼ਨ,0.0,0.0
ਲਗਰਗ,0.0,0.0
ਉਤੋੜਤੀ,0.0,0.0
ਤਰਪਣ,0.3125,0.0
ਕੂਟਨੀਤੀ,0.375,0.125
ਹਾਰਦਿਕ,0.5,0.29166666
ਤਰਪਨ,0.3125,0.0
ਮਸ਼ਰਕੀ,0.0,0.0
ਸੈਨਿਟ,0.0,0.0
ਕਸੈਲਾ,0.0,0.0
ਸਮੱਗਰੀ,0.21875,0.125
ਕਸੈਲੀ,0.25,0.1875
ਸੈਨਿਕ,0.0,0.0
ਸਵੀਕਾਰ_ਕਰਨਾ,0.375,0.0
ਖਦਿਰ,0.44957894,0.20133333
ਅਲਬੱਤਾ,0.375,0.0
ਫੇਂਟ,0.0,0.0
ਢੋਲਨਾ,0.125,0.125
ਕੰਨ੍ਹ,0.0,0.0
ਸੌਦਾ,0.375,0.0
ਬੁੱਧੀਹੀਣ,0.083333336,0.20833333
ਕਾਕੜਾ,0.5,0.0
ਸ਼ਿਖਰਸ਼ਿਲਾ,0.125,0.20833333
ਹਰਾਵਲ,0.0,0.0
ਟਣਕਾਉਣਾ,0.1875,0.25
ਧੁਖਣਾ,0.125,0.20833333
ਧੁਖਣੀ,0.25,0.38541666
ਪੰਚਮ_ਸਵਰ,0.0,0.0
ਸਜ਼ਾਯਾਫ਼ਤ,0.0,0.375
ਘੁਰਕੀ,0.125,0.35714287
ਪ੍ਰਤਿਭਾਸ਼ਾਲੀ,0.43269232,0.5
ਗਹਿਣੇ,0.0,0.0
ਹਿਸਾਉਣਾ,0.0,0.25
ਗਹਿਣਾ,0.125,0.125
ਧੜਕਣ,0.0,0.1875
ਅਵਮੂਲਨ,0.125,0.0
ਘੁਮਾਣੀ,0.0,0.0
ਸੰਸ਼ੋਧਨ,0.25,0.1875
ਦਿਖਣਾ,0.375,0.0
ਗਾਲਪਨਿਕ,0.0,0.0
ਵੱਡਾ_ਜੀਜਾ,0.0,0.0
ਤਕਨੀਕ,0.0,0.0
ਸੰਜਮੀ,0.225,0.45833334
ਧੜਕਾ,0.15625,0.609375
ਸੌਣੀ,0.0,0.0
ਸ੍ਰੇਸ਼ਠ,0.375,0.0
ਤਰਨਾ,0.125,0.125
ਸ੍ਰੇਸ਼ਟ,0.57954544,0.1875
ਗੜੁ੍ਹਮ,0.0,0.0
ਬਦਾਮ,0.0,0.0
ਪਰਿੰਦਾ,0.25,0.25
ਹਮੀਰ_ਰਾਗ,0.5,0.0
ਨਿਉਲਾ,0.0,0.0
ਕਾਗਜੀ,0.21875,0.225
ਪ੍ਰਵਾਹ,0.125,0.0
ਧੁਣਖਵਾ,0.0,0.0
ਥਥਲਾਉਣਾ,0.0,0.125
ਗਣਿਤਕ,0.25,0.0
ਧਰੇਵਾ,0.0,0.625
ਲੜਕੀ,0.0,0.083333336
ਪ੍ਰਵੀਨ,0.375,0.0
ਕਵਿਤਾ,0.125,0.25
ਟੂਸਾ,0.25,0.0
ਵੇਖੀਦਾ,0.0,0.0
ਚੁਆਵਾਂ,0.0,0.75
ਅਭੇਦਕ,0.1875,0.34375
ਉਠਵਾ,0.0,0.0
ਚੁਣਨਾ,0.625,0.5
ਪ੍ਰਵੀਣ,0.375,0.0
ਮਾਨਸਿਕ,0.0,0.0
ਤਜਾਰਤ,0.125,0.0
ਨਿਰੰਕੁਸ਼_ਸ਼ਾਸ਼ਕ,0.0,0.0
ਚੀਰਵਾਂ,0.5,0.0
ਦੇਖਨਹਾਰਾ,0.25,0.0
ਮਾਦਰੀ,0.0,0.0
ਤਰਦਾ,0.0,0.5
ਖੇੜੀ,0.0,0.0
ਅਵਾਰਗੀ,0.0,0.25
ਹਥਾਲਾ,0.0,0.25
ਤਸਮਾਂ,0.0,0.1875
ਖੇੜਾ,0.40625,0.375
ਚੁੰਮੀ_ਲੈਣਾ,0.0,0.625
ਸਾਦ੍ਰਿਸ਼ਟ,0.3125,0.28125
ਗਰਭਵਤੀ,0.0,0.5
ਲਹਵਾਉਣਾ,0.0,0.0
ਭੌਣੀ,0.0,0.0
ਭੌਤਕ,0.0,0.625
ਅਗੇਤਾ,0.0,0.0
ਉਪਲਭਦੀ,0.25,0.0
ਮੁਰਗਾ,0.0,0.0
ਮੁਰਗੀ,0.3125,0.0
ਆਹਲ਼ਕ,0.20833333,0.15625
ਹੱਥਲ਼,0.125,0.59375
ਆਹਲਾ,0.45,0.0
ਤਰਣੁ,0.2857143,0.39583334
ਹੱਥਲ,0.0,0.5
ਲਿਪਟਣਾ,0.3125,0.25
ਹਰਾਮੀ,0.0,0.0
ਗਿਲ੍ਹਟੀ,0.0,0.875
ਅਗੇਤਰ,0.0,0.0
ਨਕਲਚੀ,0.125,0.5
ਕੂਟਨੀਤਗ,0.0,0.0
ਬੇਪੁੱਤਾ,0.0,0.5
ਨਕਲਚੂ,0.125,0.5
ਜਗਮਗ,0.4107143,0.29166666
ਹੱਥੀ,0.375,0.0
ਅਗੇਤੀ,0.0,0.0
ਆਹਲਕ,0.0,0.0
ਨਿਪੁੱਤ,0.0,0.5
ਜਤਨਸ਼ੀਲ,0.0,0.5625
ਹਰਾਮੜ,0.0,0.0
ਮੀਣੀਆਂ,0.25,0.0
ਮੱਧਮ,0.0,0.0
ਇਕਲਖ਼ਤ,0.125,0.125
ਟਪਕਾਉਣਾ,0.0,0.0
ਹੁਮਾਲ,0.0,0.5
ਸਹਾਰਾ,0.22916667,0.21875
ਨਾਜੁਕਤ,0.375,0.1875
ਕੁਲ_ਕਲੰਕੀ,0.25550002,0.58666664
ਦਿਸਣਾ,0.375,0.375
ਤਮਾਸ਼ਾਈ,0.0,0.0
ਹਰਾਰਤ,0.4,0.225
ਤਰਸਨਾ,0.23214285,0.29166666
ਆਹਰੀ,0.375,0.40625
ਬੇੜਾ,0.0,0.0
ਮਹਸੂਲ,0.0,0.0
ਕੱਛੂਕੁੰਮਾ,0.0,0.0
ਆਗਮਨ,0.5,0.0
ਛਿਆਲੀਵਾਂ,0.0,0.0
ਚਲੇਜਾਣਾ,0.375,0.421875
ਤਬ੍ਹਾ,0.0,0.0
ਦਗੇਬਾਜ,0.25,0.5
ਕਨੂੰਨੀ,0.25,0.1875
ਵਾਜਿਬ,0.42261904,0.1875
ਲੜਖੜਾਉਂਦਾ,0.3125,0.546875
ਨਿਪੁੰਨ,0.5125,0.375
ਤਰਸਣਾ,0.23214285,0.29166666
ਮਾਨਸੂਨ,0.0,0.0
ਟੁੱਟਣਾ,0.125,0.4375
ਨਜ਼ਰਬੰਦ,0.0,0.75
ਗੋਂਗਲੂ,0.0,0.0
ਸਰਲ_ਸਾਦਾ,0.4107143,0.44230768
ਸਵਾਦਿਸ਼ਟ,0.625,0.25
ਹੋਸ਼ਮੰਦੀ,0.41666666,0.625
ਅਨੁਭਵਹੀਣ,0.25,0.125
ਸੰਬੰਧੀ,0.25,0.375
ਨਾਂਉ,0.29166666,0.125
ਤਰਕੀਬ,0.125,0.125
ਤਰਲਾ,0.125,0.625
ਦੜੰਗਾ,0.125,0.27083334
ਜਹਾਂ,0.0,0.625
ਆਵਾਗਮਣ,0.0,0.125
ਅਧਿਆਤਮਿਕਤਾ,0.25,0.0
ਧੂਲੀ_ਹੋਈ,0.0,0.0
ਚਕਾਚੌਂਧ,0.125,0.1875
ਤਰਿਭਵਨ,0.0,0.6875
ਆਜ਼ਾਰ,0.20833333,0.625
ਗਿਰਜਾ,0.0,0.0
ਖਾਕਰੋਬ,0.0,0.125
ਨਾਜ਼ੁਕਤਾ_ਨਜਾਕਤ,0.3181818,0.36363637
ਲੋੜੀਂਦਾ,0.375,0.125
ਸੰਬੰਧਤ,0.0,0.0
ਪ੍ਰਤਿਭਾਹੀਣ,0.125,0.275
ਲੋੜੀਂਦੀ,0.375,0.125
ਜਹਾਜ,0.0,0.0
ਛੱਟ_ਜਾਣਾ,0.0,0.125
ਟੱਲਣਾ,0.25,0.125
ਛਿਕੋਣ,0.0,0.0
ਦੁਖਦਾਈ,0.125,0.5625
ਸਮਾਂਤਰ,0.0,0.25
ਸਹਿਜੇ,0.125,0.0
ਹਿੰਦੀਆਂ,0.0,0.0
ਰੀਟੇਲ,0.0,0.0
ਕੌਮੀਅਤ,0.0,0.0
ਗੁਨਾਹਗਾਰ,0.125,0.46875
ਨਾਗਰਿਕ,0.125,0.125
ਆਹਾਰ,0.0,0.0
ਜਹਾਜ਼_ਗੋਦੀ,0.25,0.39285713
ਤਲਾਫੀ,0.5,0.4107143
ਤਰਕੂਲ,0.125,0.125
ਪਿੱਦਾ_ਜਿਹਾ,0.0,0.75
ਸਹਿਚਾਰੀ,0.16666667,0.5
ਦਹਿਸ਼ਤਪਸੰਦ,0.0,0.0
ਗੌਰਾ,0.3223684,0.33333334
ਫ਼ਿਰਕਾ,0.0,0.0
ਲੱਗ,0.3125,0.25
ਗੈਰ_ਹਾਜ਼ਰੀ,0.125,0.125
ਦੂਰਬੀਨ,0.0,0.0
ਗੌਰਵ,0.5,0.125
ਬੇਗਾਨਾ,0.125,0.25
ਪ੍ਰਵੇਸ਼,0.25,0.0
ਥਿੰਮ੍ਹ,0.3125,0.33333334
ਕਨਸੋਅ,0.22727273,0.16666667
ਨਫ਼ੀਸ,0.55962497,0.2615
ਹੱਲਾ,0.15625,0.2361111
ਕੁੰਜੜਾ,0.125,0.0
ਮੱਚਣਾ,0.20833333,0.29605263
ਖਾਲਿਕ,0.0,0.0
ਇਕਬਾਲੀਆ,0.0,0.0
ਕ੍ਰਮਵਾਰ,0.0,0.0
ਮੁਰਝਾ,0.0,0.75
ਪਰਤਾਵਾ,0.0,0.125
ਅਨਾਚਾਰ,0.25,0.5
ਲੰਘ,0.25,0.25
ਮਦਦਗਾਰਾ,0.0,0.0
ਮਹਿਕਦਾਰ,0.449,0.29633334
ਵਕਤ,0.4,0.375
ਉਡਣਸ਼ੀਲ,0.625,0.5
ਕੁਹਾੜੀ,0.0,0.0
ਹੁਮੇਲ,0.0,0.5
ਢੋਲਚੀ,0.0,0.0
ਸ਼ੇਅਰ,0.1875,0.3125
ਪਟੜਾ,0.0,0.0
ਸਤਿਕਾਰਹੀਣ,0.625,0.3125
ਕਿਰਿਆਤਮਿਕ,0.0,0.5
ਉਠਾਲ਼,0.0,0.0
ਅਖਵਾਉਣਾ,0.42857143,0.375
ਲੱਦ,0.125,0.0
ਹਥਿਆਰ-ਬੰਦ,0.25,0.125
ਲੁਟੇਰਾਪਣ,0.0,0.125
ਉੜਾਉਣਾ,0.0,0.0
ਲੱਠ,0.0,0.0
ਮੇਘਮਾਲਾ,0.375,0.28125
ਉਠਿਆ,0.0,0.0
ਖੋਹਣਾ,0.0,0.1875
ਲੱਭ,0.0,0.0
ਬੇਉੜਕ,0.0,0.0
ਪੁਰਤਗਾਲੀ-ਭਾਸ਼ਾ,0.0,0.0
ਨਫ਼ਿਟ,0.0,0.875
ਹੌਮੈਂ,0.375,0.0
ਉਠਾਉ,0.325,0.29166666
ਸੀਨਿਆਰਟੀ,0.5,0.0
ਘੁੱਟਣਾ,0.25,0.1875
ਅਪਭ੍ਰੰਸ਼,0.20833333,0.0
ਠਕਠਕਾ,0.16666667,0.5
ਅਪਭ੍ਰੰਸ,0.25,0.5625
ਅਯੋਗਤਾ,0.375,0.325
ਡੰਡੌਤ,0.25,0.5
ਮੰਗਣਾ,0.0,0.0
ਉਚਾਰਿਤ_ਹੋਣਾ,0.0,0.0
ਆਜ਼ਾਦ,0.41666666,0.65625
ਵਖੋ,0.125,0.5
ਅਲਗਰਜੀ,0.125,0.5833333
ਕ੍ਰਿਤੱਗ,0.4375,0.25
ਸਾਬਤਾ,0.3125,0.4140625
ਅਤੀਜੀਵੀ,0.0625,0.25
ਘੱਲਾ,0.0,0.0
ਕਾਫੀ_ਰੁੱਖ,0.125,0.75
ਵਖਤ,0.16666667,0.0
ਟ੍ਰੈੱਕਟਰ,0.0,0.0
ਟ੍ਰਾਇਲ,0.0,0.0
ਸਮਾਨਾਰਥੀ,0.0,0.0
ਗਿਰਗਟ,0.125,0.0
ਅਗਾਂਹਵਧੂ,0.625,0.0
ਕਸੈਲ਼ਾ,0.33333334,0.4375
ਚੰਬੜਾਉਣਾ,0.0,0.0
ਕ੍ਰਿਤੀ,0.22916667,0.25
ਅਵਾਰਾ,0.625,0.6875
ਖਿਡਾਉਣਾ,0.125,0.0
ਅਰਧੰਗਣੀ,0.0,0.0
ਤਜੀਦਾ,0.0,0.0
ਲੰਗੋਟੀ,0.0,0.0
ਚੀਪੜਪੁਣਾ,0.125,0.0
ਉਤਸ਼ਾਹਤ,0.625,0.0
ਸਪਰਸ਼ੀ,0.5,0.125
ਅਵਚੇਤਨ,0.0,0.125
ਸੈੱਟ,0.25,0.1875
ਏਲਚੀ,0.0,0.125
ਡੇਰਾ,0.5,0.375
ਖਹੁਰਨਾ,0.0,0.20833333
ਅਪਾਵਨਤਾ,0.375,0.375
ਮਨੇਜਰ,0.125,0.25
ਮਾਲਿਸ਼_ਕਰਨਾ,0.0,0.16666667
ਧਾਰਨਾਵਾਦ,0.125,0.0
ਸਿੰਘਾਸਣ,0.0,0.0
ਬੇਰਸ,0.125,0.375
ਤੋੜ_ਦੇਣਾ,0.125,0.125
ਅਟਾਰੀ,0.0,0.0
ਧਿਆਨ_ਰੱਖਣਾ,0.3068182,0.1875
ਸਿੰਘਾਸਨ,0.0,0.0
ਸਿਵਾ*Adverb_record_Synsets_*,0.0,0.0
ਮੁੰਡਨ_ਸੰਸਕਾਰ,0.0,0.0
ਜਾਨ_ਮੇਜਰ,0.0,0.0
ਬਾਗ਼ਵਾਨ,0.25,0.0
ਸੰਕੋਚੀ,0.75,0.0
ਉਤਸ਼ਾਹੀ,0.46875,0.375
ਨਜ਼ਰ_ਰੱਖਣਾ,0.3068182,0.1875
ਤਬੱਸਮ,0.0,0.0
ਤਰਜ਼ੀਹ,0.25,0.0
ਚਿਰਾਕਾ,0.125,0.0
ਖੇਮਾ,0.0,0.0
ਸੈੱਲ,0.0,0.0
ਅਵਾਮੀ,0.16666667,0.3125
ਨਿਬੇੜ,0.234375,0.5416667
ਅਣਹੋਣੀ,0.0,0.75
ਕਰਿਤਾਰਥ,0.525,0.25
ਵਟਣਾ,0.125,0.0
ਆਭੂਖਣ,0.0,0.1875
ਆਸਤਕ,0.0,0.0
ਅਰਮਾਨ,0.2,0.25
ਪਿਚਕਾਰੀ,0.0,0.0
ਯਤਨਹੀਣ,0.0,0.35416666
ਇਮਾਰਤ,0.0,0.0
ਧਾਰਮਕ,0.75,0.0
ਜਕਾਤ,0.3125,0.0
ਸੁਕੜੇਵਾਂ,0.5,0.4375
ਗੋਕਾ,0.375,0.125
ਵਚਨ,0.13636364,0.26136363
ਡੱਬ_ਕੱੜਬਾ,0.0,0.0
ਵਿੱਕਰੀ_ਲਈ_ਰੱਖਣਾ,0.0,0.0625
ਦੁਫ਼ਸਲਾ,0.25,0.0
ਕੰਪਾਸ,0.0,0.125
ਹੰਘੀ,0.0,0.0
ਝਰੁੱਟ,0.0,0.125
ਆਕਾਰ,0.30357143,0.25
ਅਘਾਸੁਰ,0.45833334,0.4375
ਉਤਾਵਲਾ,0.5,0.1875
ਨੇਤਾਗਿਰੀ,0.5,0.125
ਸ੍ਵਾਰਥੀ,0.3125,0.5
ਨਤੀਜਾ,0.25,0.1875
ਨਿੱਬੜ,0.125,0.0
ਵੱਖ-ਵੱਖ,0.125,0.5
ਟਿਊਬ_ਲਾਈਟ,0.0625,0.0
ਡਾਈਨਿੰਗ,0.0,0.0
ਛਟਵਾਉਣਾ,0.125,0.0
ਬਾਹਰ_ਆਉਣਾ,0.0,0.0
ਮਲ_ਰੋਗ,0.375,0.125
ਹੁੱਲੜ,0.0,0.125
ਟਕਸਾਲੀ,0.364,0.636
ਛਪਾਕਾ,0.0,0.125
ਬਲੇਂਡਾ,0.0,0.0
ਮਾਂਹਿ,0.0,0.0
ਖੇਪੜ,0.0,0.0
ਝਰੀਟਣਾ,0.0,0.25
ਬੇਬਸ,0.0,0.5
ਹਾਂਡੀ,0.0,0.0
ਪੂਰਵ_ਨਿਰਧਾਰਤ,0.125,0.0
ਸ਼ਿਲਪਗਣ,0.45833334,0.0
ਵਜਨ,0.125,0.0
ਨੌਸਿਖੂਆ,0.0,0.625
ਵਜਾ,0.0,0.0
ਬੇਬੇ,0.0,0.0
ਦੋਧਾਰੀ,0.25,0.0
ਪਟਣਾ,0.19642857,0.7083333
ਕਲੰਕਿਤ,0.0,0.375
ਝਗੜਾ,0.1875,0.25
ਨਿੱਬੂ,0.0,0.0
ਅਹੇਰੀਆ,0.0,0.125
ਹਣ੍ਹੋਂ,0.0,0.0
ਕੁੱਤਪੁਣਾ,0.1875,0.41666666
ਅਪਸਾਰਨ,0.3125,0.375
ਭਾਉਣਾ,0.5,0.0
ਚੇਕ_ਭਾਸ਼ਾ,0.0,0.0
ਸਿੱਲੀ,0.0,0.0
ਕੁਆਉਣਾ,0.0,0.0
ਹੂੰਗਰਨਾ,0.125,0.5625
ਨਰਕੀਆਂ,0.0,0.25
ਸਰਵਜਨਕ,0.0,0.0
ਰੁਕਾਵਟ_ਰਹਿਤ,0.5,0.625
ਭਾਗਵਾਦੀ,0.125,0.0
ਤਮਾਸ਼ਬੀਨ,0.0,0.0
ਕੁਭਾਗਾ,0.0,1.0
ਮੁਸ਼ਕਦਾਰ,0.449,0.29633334
ਕਠਫੋੜਵਾ,0.0,0.0
ਤਿੱਬਤੀਅਨ,0.0,0.0
ਉਂਛਸ਼ੀਲ,0.375,0.0
ਨਜਰਅੰਦਾਜ_ਕਰਨਾ,0.375,0.421875
ਤ੍ਰਿਭਵਨ,0.0,0.6875
ਤਬਾਹਕੁਨ,0.125,0.546875
ਤ੍ਰਾਹੁਣਾ,0.225,0.3125
ਘਮੰਡੀਆਂ,0.25,0.25
ਅਸ਼ਲੀਲਤਾ,0.1875,0.35416666
ਨਿੱਪਲ,0.0,0.0
ਧੇਣਵਾਂ,0.25,0.0
ਓਛਾ,0.35129413,0.464
ਬਿਕੜ੍ਹਾ,0.125,0.625
ਟੋਂਬੂ,0.25,0.1875
ਕਾਬੇ_ਦੀ_ਚਾਰਦੀਵਾਰੀ,0.0,0.0
ਵਿਦਿਅਕ,0.25,0.625
ਨੜੂਆ,0.0,0.125
ਅਣੋਖਾ,0.4125,0.34375
ਭੋਜਨ,0.20833333,0.25
ਧਸਨਾ,0.3125,0.25
ਉਧਾਲ਼ਾ,0.0,1.0
ਸਮੁੰਦਰ,0.125,0.125
ਟਿੱਕ,0.125,0.0
ਟਿੱਚ,0.1875,0.25
ਹੌਲ਼ਾਪਣ,0.25,0.5
ਛੱਪਰੀ,0.0,0.0
ਟੂਰਿਸਟ,0.0,0.25
ਧੁੜਕੂ,0.225,0.5694444
ਧਾਰਨਾ,0.16666667,0.35
ਉਪਜਾਉਣਾ,0.375,0.0
ਸਰਵਾਰੀ,0.0,0.0
ਨੌਲ਼ਨਾ,0.0,0.25
ਟਿੱਡ,0.125,0.0
ਮੌਤ_ਦੇ_ਘਾਟ_ਉਤਾਰਨਾ,0.25,0.0
ਟਿੱਪ,0.0,0.0
ਅਣਕਟਿਆ,0.2840909,0.3897059
ਉਪਰੋਕਤ,0.0,0.25
ਸੰਖਿਆਸ਼ਾਸ਼ਤਰਮ_ਸੰਖਿਆਦਰਸ਼ਨ,0.20833333,0.29166666
ਨਿਭਣਾ,0.22916667,0.234375
ਸੋਜਸ਼,0.3125,0.25
ਟਿੱਲ,0.2,0.25
ਖਰੀਦਾਰੀ,0.125,0.25
ਪੁਲੀ,0.0,0.0
ਤਮੀਜ,0.41964287,0.29166666
ਚਲਿੱਤਰਬਾਜ਼ੀ,0.0,0.0
ਘੰਡੀ,0.0,0.0
ਚਿੜਾਉਣਾ,0.21428572,0.29166666
ਰਿਜਕਾ,0.0,0.0
ਭਿੱਛਿਆ,0.44957894,0.27075
ਕਾਮਰੇਡ,0.0,0.0
ਬੇਹਦ,0.0,0.0
ਓਝਲ,0.125,0.5
ਜਰਮਨ_ਮਾਰਕ,0.0,0.25
ਵੈਸਾਖੀ,0.0,0.0
ਜੁਗਾੜ,0.5,0.25
ਧੂਪਦਾਨ,0.0,0.0
ਤਲਮਲਾਉਣਾ,0.0,0.0
ਸ਼ਰਨ_ਲੈਣਾ,0.104166664,0.1875
ਉਜਾਲ਼ਾ,0.38636363,0.32291666
ਹੰਢਾ,0.0,0.0
ਝਸਾਉਣਾ,0.0,0.0
ਅਗੇਰੇ,0.25,0.25
ਹੰਟਰ,0.29166666,0.5
ਕੇਵਕੀ,0.0,0.0
ਉਸਰਈਆ,0.0,0.625
ਤਿਲਕਾਉਣਾ,0.125,0.33333334
ਕਾਉਂਸਲ,0.0,0.0
ਤ੍ਰਿਸਕਾਰ,0.0,0.5
ਤੇਜ਼ਹੀਣ,0.375,0.375
ਔਂਤ,0.0,0.6875
ਗੁੰਮਸ਼ੁਦ੍ਹਾ,0.0,0.75
ਹਰਾਮਜਾਦਾ,0.0,0.0
ਵਣੀ,0.0,0.75
ਜੁੜਣਾ,0.20833333,0.25
ਪੁਰਬ,0.0,0.0
ਲਖਣਾ,0.1875,0.375
ਛਿੜਨਾ,0.125,0.475
ਲਹੁਕਾ,0.0,0.75
ਵਤਨ,0.25,0.25
ਆਊਟ_ਕਰਨਾ,0.0625,0.16666667
ਤਖੱਲਸ,0.0,0.0
ਦਕਿਆਨੂਸੀ,0.28125,0.265625
ਉਸ਼ਨਾਕ,0.0,0.0
ਜਕੜਨਾ,0.0,0.0
ਮੰਡਣ,0.0,0.0
ਸੰਗ੍ਰਹਿ_ਕਰਨਾ,0.0,0.1875
ਬੋਪੋਮੋਫੋ,0.0,0.0
ਖੇਤੀਕਾਰ,0.0,0.0
ਸਹੀ_ਸਲਾਮਤ.ਦਰੁਸਤ,0.5992647,0.16071428
ਤਮਾਮ,0.47916666,0.3125
ਜੀਸ਼ਾਨ,0.5,0.0
ਸਵਰਾਜ,0.0,0.0
ਫ਼ਕੀਰ,0.1625,0.4140625
ਮੰਡਲ,0.125,0.125
ਅਵਧੀ,0.0,0.0
ਨਿਰਵਾਚਕ,0.0,0.0
ਖੇਵਟ,0.0,0.0
ਗੋਗੜ,0.0,0.0
ਨੜੋਆ,0.0,0.0
ਗਮਖਾਰੀ,0.25,0.4375
ਖਿਸਕਾ,0.375,0.325
ਰੂਸਵਾਸੀ,0.0,0.0
ਖਿਸਕੂ,0.21875,0.41666666
ਬਾਲਕਾ,0.0,0.0
ਭੋਗੀ,0.1875,0.0625
ਹੱਕਦਾਰੀ,0.125,0.3125
ਧੌਂਸੀਆ,0.0,0.0
ਸੋਗੀ,0.0,0.45833334
ਸੜਾਂਦ_ਆਉਣਾ,0.275,0.35
ਹੰਝੂ,0.0,0.25
ਤਰੌਂਕਣਾ,0.0,0.0
ਸਦੱਸ,0.0,0.0
ਲਕੀਰ,0.15625,0.3125
ਆਸਥਾ,0.30555555,0.1875
ਸਤਰਕਤਾ,0.5625,0.125
ਇੰਚ_ਪੱਟੀ,0.0,0.25
ਅਪਸਾਦੀ,0.0,0.4375
ਗੋਗਾ,0.0,0.0
ਹੋਛਾਪਣ,0.125,0.5625
ਨਿਆਂ_ਅਧਿਕਾਰੀ,0.25,0.25
ਨਿਰਵਾਚਨ,0.375,0.0
ਕਾਰਵੰਦ,0.5625,0.0
ਸੋਂਪਣਾ,0.16666667,0.0
ਸੋਘਾ,0.25,0.0
ਬੇਵਸ,0.0,0.5
ਸੰਚਿਤ,0.0,0.0
ਤਿਜਾਰਤੀ,0.0,0.0
ਖਾਧ_ਅੰਨ,0.0,0.25
ਸਹਾਇਕ,0.25,0.0
ਤਖੱਯਲ,0.125,0.0
ਮੰਜਨ,0.0,0.0
ਥਾਪੀ_ਦੇਣਾ,0.125,0.125
ਮਹਿਸੂਸ,0.20833333,0.125
ਸੰਵੇਦਨ,0.28125,0.375
ਵਧਾ,0.1875,0.041666668
ਹੁੱਸੜ,0.3125,0.28125
ਦਾਈ_ਮਾਂ,0.375,0.16666667
ਸੋਕਾ,0.125,0.25
ਬੇਲਨ,0.0,0.0
ਮਹਿਫੂਜ਼ਤਾ,0.0,0.0
ਝਗੜਨਾ,0.16666667,0.2
ਸੋਕਲ,0.125,0.4125
ਨਚੋੜਨਾ,0.25,0.5
ਬੇਲਾ,0.0,0.0
ਕੁਰਬਾਨੀ,0.25,0.3125
ਘੰਟੀ,0.0,0.0
ਘੰਟਾ,0.0,0.0
ਧਸਣਾ,0.41666666,0.125
ਜੁੜਨਾ,0.125,0.125
ਅਤੰਕੀ,0.0,0.0
ਅਵਤਲ,0.0,0.0
ਸੋਖਣ,0.0,0.375
ਹੁੰਮ੍ਹ,0.28125,0.2638889
ਚਿਰਾਣਾ,0.0,0.25
ਮੁਸ਼ਕਿਆ_ਹੋਇਆ,0.234375,0.54924244
ਸ਼ੇਖੀਖੋਰ,0.375,0.5
ਸੰਚਾਰ,0.17857143,0.125
ਜਿਲਬਦਾਰ,0.125,0.25
ਨਿਰੀਸ਼ਵਰਵਾਦ,0.25,0.0
ਜਸਤਾ,0.0,0.0
ਸੋਕੜ,0.125,0.4125
ਆਖਣਾ,0.35,0.375
ਕਾਨਾਫੂਸੀ,0.0,0.25
ਦਰਬਾਨ,0.0,0.0
ਉਲਟਾਉਂਣਾ,0.0,0.125
ਅੰਤਰਗ੍ਰਹੀ,0.0,0.0
ਗੋਤਾ,0.25,0.16666667
ਆਰਥਿਕਤਾ,0.125,0.25
ਦਹਿਲੀਦਾ,0.25,0.0
ਅਕਾਉਣਾ,0.275,0.16666667
ਜ਼ਿਆਦਤੀ,0.3125,0.41666666
ਪੂਜਕ,0.0625,0.1875
ਓਧਰ,0.0,0.0
ਦਰਬਾਰ,0.125,0.125
ਨਗੰਦ,0.0,0.0
ਗਨੀਮ,0.0,0.0
ਕੰਮ_ਚਲਾਊ,0.27083334,0.36764705
ਮੇਟਣਾ,0.0,0.25
ਤੁਰੀਦਾ,0.0,0.0
ਝਿੱਲੀ,0.0,0.0
ਸੁਧਾਰ_ਕਰਨਾ,0.125,0.20833333
ਗਿਰਵੀ,0.0,0.0
ਦਸਤਖਤ,0.0,0.0
ਅੰਗਾਰਾ,0.0,0.0
