Word,Positive Score,Negative Score
ਅਨਾਮ,0.29166666,0.4375
ਭਾਲੂ,0.0,0.09375
ਜਮਾਲੀ,0.75,0.0
ਨਸਰ,0.0,0.0
ਦਨਾਈ,0.25,0.0
ਢਾਲ਼ੂ,0.0,0.0
ਆਵਾ,0.0,0.0
ਸੈਂਚੀ,0.0,0.375
ਜਾਨ_ਆਰ_ਮੇਜਰ,0.0,0.0
ਗਿੱਝੇ,0.125,0.0
ਸਿਉਂਣ,0.0,0.375
ਸਾਲਮ,0.4,0.46875
ਗਜਰਾ,0.0,0.0
ਗਾਲ਼ਾ,0.0,0.0
ਜੰਨਤ,0.375,0.125
ਅਨਾਜ,0.0,0.25
ਗਿੱਝਾ,0.125,0.0
ਦਹਿਕਾਉਣਾ,0.1875,0.16666667
ਆਵਿਸ਼ਕਾਰ_ਕਰਨਾ,0.22916667,0.20833333
ਬੇਅਰਥ,0.13541667,0.296875
ਸਮਗਲਰ,0.0,0.25
ਪਾਂਡੂ_ਮਿੱਟੀ,0.0,0.0
ਛੌਂਕ,0.0,0.625
ਖੁਮਾਨੀ,0.0,0.0
ਝੂਲਣਾ,0.28125,0.25
ਚੌਤ੍ਹੀਆਂ,0.0,0.0
ਰੀਸ_ਕਰਨਾ,0.0,0.125
ਦਰਮਾਂਦਾ,0.21875,0.6375
ਅਨਾਥ,0.3125,0.5
ਸੁਯੋਗ,0.6875,0.0
ਭੋਜਨ_ਕਰਨਾ,0.22727273,0.28125
ਛੋਟੋ,0.0,0.0
ਵਿਸਮਾਦਜਨਕ,0.25,0.0
ਅਸਲੀਅਤ,0.4,0.125
ਕਸਬਾ,0.0,0.0
ਕਸਬੀ,0.45833334,0.0
ਖਿਲਾਰ,0.20833333,0.125
ਛੋਟੂ,0.0,0.0
ਪੂਰਨਾ_ਕਰਨਾ,0.0,0.0
ਸਵੈਚਾਲਨ,0.0,0.0
ਛੋਟਾ,0.175,0.38362068
ਉਮੀਦਵਾਰੀ,0.125,0.375
ਨਖਰੇਲੀ,0.375,0.0
ਰੋਚਿਕ,0.375,0.0
ਨਖਰੇਲਾ,0.375,0.0
ਸਵੈਚਾਲਤ,0.0,0.0
ਉਮੀਦਵਾਰਾ,0.375,0.0
ਸਜਣਾਈ,0.45,0.375
ਨਸਬ,0.0,0.0
ਠਕੋਰ,0.125,0.5
ਨਖਰੇਲੋ,0.375,0.0
ਗਾਲਬ,0.1875,0.375
ਅਰਪਿਤ,0.25,0.0
ਸਾਰਸ,0.0,0.0
ਤੱਲਕਾ,0.0,0.25
ਚੱਕੀਰਾਹਾ,0.0,0.0
ਦਿਲਦਾਰ,0.375,0.0
ਠੀਕ_ਠਾਕ,0.5992647,0.16071428
ਭਾਰੂ,0.33333334,0.3125
ਸੁਘੜਪਣ,0.5,0.0
ਖੜ੍ਹੀਦਾ,0.0,0.0
ਭਾਰੀ,0.25,0.125
ਡਾਵਾਂਡੋਲ,0.325,0.47115386
ਰਾਜ਼ੀ_ਹੋਣਾ,0.375,0.0
ਹਿੱਲ,0.3125,0.25
ਰਿਹਾਈ,0.0,0.0
ਕਸਰਤ,0.0,0.0
ਤਲਿਹਾਰਾ,0.0,0.0
ਸਥਿਰਤਾ,0.46875,0.275
ਖੁੱਟਣਾ,0.75,0.25
ਰੇਹੜ,0.0,0.0
ਨਿਖੱਤਾ,0.0,1.0
ਆਸਣ,0.0,0.0
ਸਾਰਾ,0.425,0.125
ਦੀਵਾਲੀਆ,0.0,0.75
ਉਦਯੋਗੀ,0.4375,0.375
ਹੁਲੜ,0.0,0.0
ਨਮੂਜ,0.33333334,0.3125
ਡੇਹਨੂੰ,0.0,0.0
ਜੀ_ਨਹੀਂ,0.0,0.45833334
ਸੌਰਨਾ,0.25,0.5
ਨਿਆਣਾ,0.125,0.3125
ਆਸ਼ਾ,0.375,0.25
ਹੂਕਰ,0.21428572,0.3125
ਘਸੀੜਨਾ,0.0,0.41666666
ਢਾਲੂ,0.25,0.375
ਨਾਰੰਗੀਆਂ,0.0,0.0
ਗਿੱਚੀ,0.5,0.0
ਜਹਾਲਤ,0.3125,0.375
ਚੁੰਬਕ_ਪੱਥਰ,0.0,0.0
ਮੂਖੀ,0.25,0.0
ਟਿਕਾਣਾ,0.125,0.3125
ਅਦਭੁਤ,0.60714287,0.5
ਖੜ੍ਹਨਾ,0.0,0.0
ਮੁਸ਼ਕ,0.125,0.58653843
ਭਾਲਾ,0.0625,0.0
ਸਿਓਣ,0.125,0.0
ਥਿਗੜਾ,0.0,0.0
ਟੀਕਾਕਾਰ,0.0,0.0
ਹਿੰਗ,0.0,0.25
ਗਾਰਦ,0.0,0.0
ਜਿਉਂਦਾ_ਜਾਗਦਾ,0.125,0.0
ਧੜਕ,0.0,0.1875
ਦੁਮਾਤ੍ਰਿਕ,0.25,0.25
ਮਿੰਟ,0.17857143,0.28125
ਆਹੂ,0.125,0.0
ਨਾਂ,0.35714287,0.25
ਹਿਰਦੇਵੇਧਕ,0.0,0.125
ਨਮਿਤ,0.0,0.0
ਹਾਹਾਕਾਰ,0.0,0.375
ਚੱਬਣਾ,0.0,0.375
ਇਤਾਇਤ,0.375,0.3125
ਉਖੜਨਾ_ਟੁੱਟਣਾ,0.0,0.0
ਖਰਾਬ_ਅਵਸਥਾ_ਵਿਚ_ਹੋਣਾ,0.275,0.35
ਉਤਰਵਾ,0.0,0.0
ਸਾਮੀ,0.0,0.0
ਮਿੱਜ,0.125,0.125
ਮਿੱਝ,0.0,0.0
ਨਾਈ,0.0,0.0
ਜਹੰਨਮੀ,0.25,0.375
ਟੁਣਕਾ,0.125,0.4375
ਹਿੰਡ,0.375,0.35
ਨਾਓ,0.0,0.0
ਫਬੀਲਾ,0.75,0.0
ਹੜਬੁੱਚ,0.0,0.0
ਆਹੋ,0.25,0.0
ਮੂੰਗਫਲੀ_ਦਾ_ਦਾਨਾ,0.0,0.0
ਜੰਤਰ,0.5,0.16666667
ਸੋਭਣਾ,0.6111111,0.1875
ਗੁੰਦਣਾ,0.0,0.0
ਗੋਲਕਾਰ,0.125,0.0
ਦੌੜੀਆ,0.0,0.0
ਢਾਰਸ,0.0,0.0
ਹਿੱਕ,0.41666666,0.125
ਸੁਰੀਲਾ,0.448,0.229
ਹਾਜਤਮੰਦੀ,0.2,0.234375
ਆਸਾ,0.375,0.25
ਮਿੱਥ,0.25,0.375
ਜੰਤਾ,0.0,0.0
ਅਸਮਰੱਥ,0.25550002,0.58666664
ਖੜ੍ਹ,0.0,0.0
ਅਨੀਂਦਾ,0.0,0.75
ਜੰਤੂ,0.0,0.0
ਦੰਡਿਤ,0.0,0.375
ਭਾਰਾ,0.25,0.125
ਮਿੱਲ,0.0,0.0
ਇਚਰ,0.0,0.0
ਆਹਰ,0.28125,0.41666666
ਗਡਵਾਂ,0.5625,0.5416667
ਡਲ੍ਹਕ,0.0,0.0
ਜਥੇਦਾਰ,0.0,0.0
ਟਵਿੱਲ,0.0,0.0
ਨਿਜ,0.125,0.25
ਘੂਕੇ,0.375,0.125
ਘੁਸਬੈਠ,0.0,0.5
ਕਸਬਨ,0.0,0.0
ਸੁੰਘਣੀ,0.0,0.0
ਢਕੌਂਸਲਾ,0.125,0.4375
ਨਾਸ,0.25833333,0.355
ਸਾਬਰ,0.33333334,0.25
ਸੁੰਘਣਾ,0.25,0.0
ਰੇਸ਼ਮ,0.0,0.0
ਨਾਸ਼,0.2421875,0.34134614
ਠੇਲ੍ਹਾ,0.25,0.375
ਨਿਤ,0.0,0.0
ਗੰਧਾਲ਼ਾ,0.25,0.5625
ਸੰਬੰਧਿਤ,0.0,0.0
ਨਿਭ,0.22916667,0.234375
ਜੌੜਾ,0.125,0.0
ਸ਼ਕਤੀ_ਖੇਤਰ,0.25,0.25
ਰੇਸ਼ਾ,0.3125,0.125
ਨਿਧ,0.3125,0.375
ਜੌੜੇ,0.0,0.0
ਨਿਰ,0.0,0.0
ਧਰਮਾਤਮਾ,0.51785713,0.0
ਨਾਜ,0.0,0.25
ਫੁਲਦਾਰ_ਹੋਣਾ,0.0,0.0
ਨਾਚ,0.0,0.0
ਅਭੁੱਲ,0.125,0.6875
ਨਾਗ,0.0,0.0
ਨਾਖ,0.0,0.0
ਨਾਥ,0.625,0.0
ਗਾਰਾ,0.0,0.0
ਨਿਆ,0.0,0.0
ਅਸੁੱਚ,0.0,0.46875
ਚਮਗਿੱਦੜ,0.0,0.0
ਧੌੜੀ,0.0,0.25
ਨਾਟ,0.0,0.0
ਧੜਾ,0.375,0.125
ਨਾਭ,0.0,0.0
ਨਾਬ,0.0,0.0
ਪਕਾਉਣਾ,0.0,0.0
ਨਾਪ,0.20833333,0.1875
ਖਲਬਲੀ,0.125,0.41666666
ਸੋਨਭਦਰ,0.375,0.25
ਨਿਊ,0.39583334,0.43269232
ਨਾਨ,0.0,0.0
ਨਾਦ,0.6111111,0.125
ਨਾਵ,0.0,0.0
ਸਰੀਖਾ,0.47916666,0.0
ਨਾਲ਼,0.125,0.125
ਨਾਲ,0.0,0.0
ਵਾਹਵਾ,0.25,0.125
ਨਾਰ,0.0,0.0
ਦਖਲਕਾਰੀ,0.125,0.125
ਖ਼ਰਾਇਤ,0.0,0.0
ਮੁਲਕ,0.25,0.25
ਸਿਫ਼ਤ,0.4318182,0.16666667
ਜਮੀਮਾ,0.0,0.125
ਸੁਟਾ,0.25,0.1875
ਤਸੱਵਰ,0.0,0.5
ਹੁੱਕਾ,0.0,0.0
ਬਣਾਉਣਾ,0.0,0.0
ਅੜੀ,0.0,0.625
ਸਿਫ਼ਰ,0.3125,0.5
ਦ੍ਰਮਸਾਰ,0.0,0.0
ਟੁਣਕਾਰ,0.125,0.4375
ਤ੍ਰਿੱਡਾ,0.125,0.0
ਨਸ਼ੇਬਾਜ਼,0.0,0.0
ਨਾੜ,0.125,0.1875
ਸਾਨ੍ਹ,0.25,0.125
ਇਜੜ,0.25,0.0
ਨੀਝ,0.125,0.0
ਬਾਤ_ਚੀਤ_ਕਰਨਾ,0.0,0.0
ਨੀਚ,0.35416666,0.425
ਨਿਸ,0.0,0.0
ਨਾਫ਼,0.0,0.0
ਨੀਮ,0.0,0.0
ਅੜਬ,0.0,0.625
ਜਿੰਦੜੀ,0.0,0.0
ਮੂਰਤੀ,0.0,0.0
ਕਲੀਚੜੀ,0.125,0.41666666
ਨੀਲ,0.0,0.0
ਡਾਟਾ,0.0,0.0
ਕਟਾਕਸ਼,0.125,0.33333334
ਸਿੱਕਾ,0.21428572,0.125
ਮਸਤਾਨਾ,0.0,0.0
ਤਾੜ_ਰੁੱਖ,0.125,0.125
ਖਿੱਚਕਿੱਲੀ,0.75,0.375
ਪੱਕਾ_ਹੋਣਾ,0.19642857,0.7083333
ਦੋਗਲਾ,0.0,0.0
ਯਤੀਮ,0.0,0.625
ਜੂੜਨਾ,0.125,0.0
ਅੰਕਤ,0.0,0.0
ਅਵਿਸ਼ਵਾਸ,0.3125,0.125
ਢਨਵਾਣਾ,0.0,0.0
ਗੁਣਨ,0.0,0.0
ਕਜ਼ਾਕੀ_ਭਾਸ਼ਾ,0.125,0.3125
ਤਸੱਵਫ਼,0.0,0.0
ਛਬੀਲਾ,0.625,0.1875
ਮਨ੍ਹਾ_ਕਰਨਾ,0.0,0.375
ਫੇਰਨਾ,0.28125,0.16666667
ਪੁਣਿਆ,0.125,0.125
ਲੂਹਣਾ,0.25,0.25
ਹਲੂਣਾ,0.22916667,0.1875
ਅਦਾਇਗੀ,0.0,0.0
ਗੁਣਜ,0.0,0.0
ਕੰਡੇਦਾਰ,0.0,0.625
ਸਿੱਕੜ,0.125,0.25
ਗੁਣਕ,0.0,0.0
ਤ੍ਰਿਪਤ,0.33333334,0.375
ਦੋਗਲ਼ਾ,0.25,0.60714287
ਨੂਰ,0.359375,0.30833334
ਬਾਜੀ,0.0,0.0
ਬਾਜਾ,0.375,0.25
ਕਲਪਨਾਸ਼ੀਲ,0.0,0.0
ਪ੍ਰਬੰਧਕ,0.0625,0.125
ਸਾਂਝੀਵਾਲਤਾ,0.0,0.0
ਸ੍ਵਸਥ,0.42857143,0.29166666
ਖੁਰਲੀਆਂ,0.0,0.0
ਸਰਪਲੱਸ,0.125,0.375
ਮੁਹਤਾਜ,0.0,0.1875
ਆਭਾਰੀ,0.4375,0.21875
ਢਿੱਲੜ,0.125,0.375
ਕਲਾਸਕੀ,0.0,0.125
ਜ਼ਰਦਾਲੂ_ਅੰਬ,0.0,0.0
ਸਰੀਰਕ_ਬਲ,0.22916667,0.29166666
ਉਕਰੀ,0.21875,0.125
ਉਕਰਾ,0.0,0.0
ਭੁਜਾ,0.0,0.125
ਠਣਕਾਉਣਾ,0.1875,0.0
ਡੁਸਕਾਰਾ,0.0,0.25
ਨਾਦਾਨ,0.3125,0.39285713
ਢਿੱਲਾ,0.29545453,0.390625
ਉਨਾਬੀ,0.0,0.0
ਪੂਰਨ-ਕਾਮ,0.5714286,0.375
ਗੁਜਰ,0.0625,0.0625
ਟਕਰਾ,0.0,0.16666667
ਸੁਜਾ,0.0,0.375
ਹੁਸ਼ਿਆਰੀ,0.1875,0.25
ਸੰਗਮ_ਹੋਣਾ,0.0625,0.0
ਕੱਚਾਪਣ,0.375,0.1875
ਗਰੁੱਪ,0.0,0.0
ਸਿੱਕਕ,0.125,0.25
ਖੇਡ-ਕੁੱਦ,0.2867647,0.375
ਅਹੇਰੀ,0.0,0.125
ਭਿੜਤ,0.23214285,0.28125
ਸੁਘੜ,0.5,0.0
ਸੀਸਾ,0.0,0.0
ਨੇਤ,0.1875,0.0
ਨੈਂ,0.0,0.125
ਘੁਸਮੁਸਾ,0.125,0.325
ਨੇਮ,0.3125,0.625
ਧਮਧਮ,0.125,0.125
ਜੱਥੇਬੰਦਕ,0.125,0.0
ਉਕਲਾ,0.125,0.0
ਪਰਤੀਦਾ,0.0,0.0
ਨਾਮਾਵਲੀ,0.0,0.0
ਅੰਤਰਗਤ,0.0,0.0
ਦੋਹਰਾ,0.0,0.375
ਦਫਤਰ,0.0,0.0
ਤਸੱਲੀ,0.375,0.41666666
ਉਲਟਾ-ਫੁਲਟਾ,0.15277778,0.66477275
ਗੁਟਕ,0.0,0.125
ਨੇਹ,0.375,0.125
ਖੋਲ੍ਹੀ,0.0,0.0
ਪੜਾਓ_ਕਰਨਾ,0.0,0.0
ਸਫ਼ੈਦੀ,0.75,0.375
ਨਰੀਖਣ,0.125,0.125
ਬੇਪਤਾ,0.0,0.75
ਸਫ਼ੈਦਾ,0.0,0.0
ਜਮਪਲ਼,0.125,0.125
ਨਰੋਆ,0.375,0.6125
ਹਮਸ਼ਕਲ,0.375,0.20833333
ਰੋਅਬ,0.25,0.40625
ਠਪਵਾਉਣਾ,0.125,0.41666666
ਟਟੋਲ਼ਨਾ,0.25,0.5
ਨੇਕ,0.61764705,0.29166666
ਹਉਮੈਂਵਾਦ,0.125,0.0
ਇਤਰ,0.0,0.0
ਜੁਮੈਟਰੀ,0.0,0.0
ਸੁਸਤ_ਵਿਅਕਤੀ,0.3125,0.5
ਤਸੱਲਤ,0.125,0.0
ਸੁਰੰਗ,0.0,0.125
ਅਵਰਨਤਾ,0.0,0.0
ਕਲਾਕਾਰ,0.0,0.0
ਉਕਾਈ,0.125,0.47916666
ਸੁਨਨ,0.0,0.0
ਹਿਲਜੁਲ,0.225,0.3392857
ਰਸਦਾਰ,0.125,0.25
ਵਿਵਾਹਤ,0.0,0.0
ਸੁਧਾ,0.33333334,0.5416667
ਅਰੋਚਕਤਾ,0.21875,0.5416667
ਚੈੱਕ,0.0,0.0
ਖਾਦਮ,0.0,0.375
ਚੌਪਾਇਆ,0.0,0.0
ਅੰਚਲ,0.0,0.0
ਇਧਰ,0.0,0.0
ਸਿੱਟਾ,0.1875,0.1875
ਵਿਸਥਾਰ,0.1875,0.041666668
ਗਾਉਣਾ,0.0,0.0
ਨੈਣ,0.5,0.25
ਡੋਡਾ_ਸ਼ਹਿਰ,0.0,0.0
ਧਰਮ_ਨਿਸ਼ਠਤਾ,0.0,0.0
ਤਕਦੀਰ,0.1875,0.3125
ਖਿਆਲ,0.19318181,0.3625
ਕੰਬਖਤੀ,0.25,0.45
ਨਿਕਾਲਣਾ,0.125,0.25
ਸਾਈਕਲ,0.0,0.0
ਕਵਾਟਰ,0.125,0.25
ਪਚਾਉਣੀ,0.25,0.0
ਧਿਰਤੀ,0.0,0.0
ਡੰਡ-ਬੈਠਕ,0.0,0.275
ਸੰਚਣਾ,0.0,0.0
ਨੇੜ,0.125,0.5
ਟਕਿਆ,0.0,0.0
ਇਕ_ਈਸ਼ਵਰਵਾਦੀ,0.3125,0.0
ਟਿਮ੍ਹਕਣਾ,0.2857143,0.275
ਖਾਤਾ,0.75,0.125
ਦੰਗਲ,0.275,0.225
ਖਾਨਾ,0.375,0.0
ਅਣਜਾਣਪੁਣਾ,0.25,0.25
ਝਾੜੀਆਂ,0.35576922,0.4318182
ਹੁੱਜਤ,0.46875,0.625
ਸਾਧਨ_ਯੁਕਤ,0.375,0.1875
ਬਾਤਨ,0.0,0.0
ਚਲਾਇਮਾਨ,0.125,0.41666666
ਪ੍ਰਸਾਰਿਤ,0.125,0.0
ਅਜਮਾਉਣਾ,0.3068182,0.1875
ਮਿਹਰਬਾਨ,0.625,0.0
ਚੋਕਰ,0.0,0.0
ਦੰਗਾ,0.0,0.0
ਬਿਆਅ,0.0,0.625
ਸੁਲ਼ਝਾ,0.0,0.125
ਔਕਾਤ,0.15625,0.1875
ਉਲਾਰਨਾ,0.25,0.0
ਅੰਜਨ,0.0,0.0
ਖਾਧਾ,0.0,0.0
ਖਰ੍ਹਵਾ,0.2840909,0.47058824
ਚੈੱਸ,0.0,0.0
ਉਕਾਬ,0.0,0.0
ਸਤਿਕਾਰ,0.41346154,0.25
ਨਿਪੁੰਨਤਾ,0.21875,0.0
ਨੋਚ,0.0,0.0
ਬਿਆਨ,0.125,0.23958333
ਅਧਿਅਕਸ਼ਤਾ,0.0,0.0
ਦੁਨਿਆਵੀ,0.25,0.5
ਨੋਕ,0.29166666,0.125
ਸੋਭਾਵੰਤ,0.4375,0.625
ਆਰਥਿਕ,0.375,0.0
ਨੌਂ,0.0,0.0
ਗੁਪਤ,0.3125,0.35416666
ਨੋਟ,0.375,0.1875
ਕਹਾ_ਸੁਣੀ,0.125,0.275
ਬਿਆਮ,0.0,0.0
ਸੁਧਰ,0.375,0.125
ਝਲਕੀ,0.125,0.0
ਅੰਗਣ,0.25,0.0
ਉਕਸਾ,0.3125,0.375
ਖੜਾਉਣਾ,0.0,0.375
ਗੜੁੱਚ,0.0,0.5
ਅੰਤੜੀ,0.0,0.0
ਅੰਕਿਤ_ਕਰਨਾ,0.0,0.0
ਅੰਦਰੂਨੀ,0.0,0.0
ਬਚੜਾ,0.0,0.0
ਜਿਰਹਾ,0.0,0.0
ਸੈਲੋਟੇਪ,0.0,0.0
ਡਾਢੀ,0.0,0.125
ਢੁੱਚਰਬਾਜ਼,0.375,0.25
ਡਾਢਾ,0.30113637,0.4955357
ਕਾਕਰਾ,0.5,0.0
ਸਵੈਸੰਜਮੀ,0.20833333,0.5
ਦੰਗਈ,0.0,0.125
ਠੱਪਣਾ,0.125,0.25
ਪਸਮਾਂਦਾ,0.0,0.25
ਹਮਵਾਰ,0.22916667,0.2840909
ਸ੍ਵਾਸ,0.0,0.0
ਗੁਸਲਖਾਨਾ,0.0,0.0
ਕੱਦੂਕਸ਼,0.0,0.0
ਸੁਤਾ,0.1875,0.125
ਜਾਹਫਰਾਨ,0.0,0.0
ਮਿਸ਼ਨਰੀ,0.0,0.0
ਜਹਾਜਰਾਨ,0.0,0.0
ਸਾਇਰਨ,0.0,0.0
ਅੰਕਸ,0.0,0.0
ਗੁਣਾ,0.125,0.5
ਬੈਠੀਦਾ,0.0,0.0
ਜਮੀਨੀ,0.25,0.0
ਚੁੰਧਿਆ,0.875,0.0
ਨਿਸਬਤੀ,0.25,0.5
ਕਤਲ_ਕਰਨਾ,0.25,0.0
ਨਕਲ_ਕਰਨਾ,0.0,0.125
ਖਾਤਰ,0.46875,0.125
ਸ਼ਾਸ਼ਤਰ,0.125,0.0
ਯੰਤਰਗ੍ਰ੍ਹਹਿ,0.0,0.0
ਛਿਮਾਹੀ,0.0,0.0
ਮਿਲਾਪੀ,0.0,0.0
ਬੁਹਾਰ,0.0,0.0
ਸਵਰਗੀ,0.125,0.0
ਖਾਣੀ,0.25,0.125
ਖਾਣਾ,0.22727273,0.28125
ਗੁਦਾ,0.0,0.0
ਅਫਰਾ,0.0,0.75
ਸੁਣਨ,0.0,0.0
ਅੰਗੀ,0.0,0.0
ਦ੍ਰਵ,0.375,0.4375
ਨਿਸਬਤਨ,0.0,0.0
ਆਸ਼ਾਵਾਦ,0.3125,0.125
ਬਣਾਉਟੀ,0.0,0.25
ਡਾਡਾ,0.25,0.125
ਨਾਮਵਰੀ,0.34375,0.25
ਤਰਕਹੀਣ,0.20833333,0.45833334
ਜਹਾਜ਼ੀ,0.0,0.0
ਸਾਮਵਾਦੀ,0.0,0.0
ਜਮਾਤ,0.5,0.0
ਖਾਮੀ,0.21875,0.34375
ਧੱਖ,0.0,0.0
ਧੱਕ,0.19642857,0.22916667
ਸਿੱਧੜ,0.375,0.625
ਤੁਰਕਿਸਤਾਨੀ,0.0,0.0
ਸਿੱਧਾ,0.4117647,0.33125
ਸਿੱਧੀ,0.4125,0.0
ਫੋਟੋਕਾਪੀ,0.3125,0.25
ਉਸਨੇ,0.0,0.0
ਟਹਿਲਾਉਣਾ,0.225,0.125
ਸਿੱਧੇ,0.4117647,0.33125
ਸੁਰਾ,0.0,0.0
ਧਮਾਰ,0.16666667,0.0
ਧਮਾਲ,0.25,0.0
ਸਵਰਗ_ਲੋਕ,0.1875,0.083333336
ਅੰਤਿਮ,0.25,0.375
ਢਿੱਗ,0.0,0.0
ਜਮਾਊ,0.0,0.0
ਗੁਰੂ,0.125,0.0
ਜਮਾਉ,0.34375,0.25
ਸਿੰਗ,0.25,0.0
ਸਿੰਘ,0.0,0.0
ਕਵਾਇਦ,0.125,0.0
ਅਧਰੰਗ,0.0,0.0
ਪ੍ਰਾਇਮਰੀ,0.0,0.0
ਸੁਹਾਗਾ,0.0,0.0
ਉਕਤਾਈ,0.125,0.47916666
ਖ਼ੁਰਦ,0.0,0.75
ਉਪਨਿਯਮ,0.0,0.125
ਜਮਾਅ,0.0,0.0
ਤੰਗ_ਕਰਨਾ,0.0,0.25
ਆਮਾਨ,0.0,0.0
ਅਉਸਰ,0.25,0.0
ਪ੍ਰਕਾਰ,0.3359375,0.171875
ਜਮਾਂ,0.0,0.0
ਕਾਰਕੁਨੀ,0.0,0.0
ਸਟੇਟਮੈਂਟ,0.125,0.0
ਤਰਸੀਦਾ,0.375,0.125
ਭਿੰਨ,0.125,0.5
ਢਿੱਡ,0.1875,0.125
ਗੁਰਸ,0.5,0.0
ਪੁੰਗਰਨ,0.0,0.0
ਬਾਰਕ,0.0,0.0
ਭਿੱਖ,0.0,0.0
ਆਸਤਿਕਤਾ,0.0,0.0
ਉਪਯੋਗਤਾ,0.375,0.0625
ਰੋਜੀ,0.16666667,0.0
ਧੰਨ,0.546875,0.375
ਖ਼ੁਸ਼ਕਿਸਮਤ,0.875,0.0
ਲਹਿਰਾਉਣਾ,0.083333336,0.25
ਅੰਡੀ,0.0,0.0
ਢਿੱਲ,0.34375,0.3409091
ਅੰਡਾ,0.0,0.0
ਹੁੱਦਾ,0.375,0.375
ਸੁਰਖ਼,0.125,0.125
ਪਣਡੁੱਬੀ,0.0,0.0
ਸਿੰਜ,0.125,0.125
ਪ੍ਰਾਰਥਨਾ,0.0,0.0
ਖੇੜਾ_ਸ਼ਹਿਰ,0.40625,0.375
ਹਿੰਡੋਲਾ,0.0,0.0
ਜੋਰਦਾਰ,0.3359375,0.48214287
ਜਮੀਨ,0.125,0.53125
ਦੀਆਸਲਾਈ,0.3125,0.0
ਖਾਰੂ,0.0,0.375
ਹਾਨੀਪੂਰਤੀ,0.375,0.35
ਵਸਤੂ,0.0,0.0
ਅੰਗ,0.25,0.125
ਗੇਂਦਾ,0.0,0.0
ਵਸਤੁ,0.0,0.0
ਖਾਰਾ,0.0,0.125
ਅੰਕ,0.225,0.21875
ਨਕਲ_ਕਰਤਾ,0.125,0.5
ਇਸ_ਵਾਰੀ,0.0,0.0
ਸੂਤਰੀਕਰਨ,0.0,0.375
ਇਲਤੀ,0.0,0.625
ਹਸਤ_ਨਛੱਤਰ,0.0,0.125
ਖਾਰਸ਼,0.125,0.625
ਪਕਾ,0.25,0.0
ਗਿੱਲ,0.0,0.0
ਮੂੰਹ,0.0,0.0
ਦਾਲਾਨ,0.0,0.0
ਝੁਰਨਾ,0.0,0.4
ਦੋਹਤਾ,0.0,0.0
ਅੰਧ,0.0,0.625
ਅੰਨ,0.0,0.125
ਹੂੰਝ,0.3125,0.3125
ਹੂੰਗ,0.0,0.5625
ਰੋਚਕ,0.375,0.0
ਇਲਤ,0.25,0.29166666
ਅੰਤ,0.16666667,0.25
ਸ਼ੇਰਨੀ,0.0,0.0
ਅੰਤਰ,0.25,0.29166666
ਅੰਤਮ,0.0,0.0
ਸੁਰਖ,0.125,0.125
ਗਿੱਧ,0.0,0.0
ਬਾਬਾ,0.53125,0.125
ਨਾਕਾਮਯਾਬ,0.0,0.25
ਧੁੰਦਾਲ਼ਾ,0.0,0.0
ਸੁਲੇਖ,0.0,0.0
ਗਿੱਝ,0.125,0.0
ਚੋਜੀ,0.1875,0.0
ਗਿੱਠ,0.375,0.0
ਪਾਚੇਅ,0.27854052,0.2984
ਗਿੱਛ,0.0,0.125
ਬਾਬੂ,0.0,0.0
ਸਵੀਕਾਰ,0.32142857,0.0625
ਸੁਰਤ,0.27083334,0.125
ਚਲਿਆ_ਜਾਣਾ,0.25,0.0
ਕੁੰਭ-ਰਾਸ਼ੀ,0.0,0.0
ਗੁਲਰ,0.0,0.0
ਧੂਹਣਾ,0.5,0.25
ਜਮਾਲ,0.725,0.125
ਸੁਰਗ,0.375,0.125
ਨਸਵਾਰ,0.0,0.0
ਹੰਡੋਲਾ,0.28125,0.25
ਅੱਲ,0.0,0.0
ਰੋਗਨ,0.0,0.0
ਚਿੰਤਾਜਨਕ,0.0,0.625
ਚੋਗਾ,0.0,0.20833333
ਗਿੱਲਾ,0.0,0.125
ਜੋੜਦਾਰ,0.25,0.625
ਇਖ਼ਤਿਆਰੀ,0.0,0.0
ਹੱਗਣਾ,0.0,0.25
ਨਿਮਰਤਾ,0.4375,0.5416667
ਚੰਡਾਲਪੁਣਾ,0.125,0.0
ਚਾਹਿਆ,0.0,0.0
ਔਸਤਨ,0.375,0.5625
ਵਸਣਾ,0.0,0.0
ਸੁਬਹ,0.375,0.25
ਉਤਸ਼ਾਹਿਤ,0.625,0.0
ਮੁਕਾਮੀ,0.0,0.0
ਨਿਰਵੈਰ,0.25,0.125
ਇਲਮ,0.1875,0.0
ਚੋਖਾ,0.4375,0.3125
ਅੰਬ,0.25,0.5
ਦਰਿਆਫਤ,0.29166666,0.125
ਅੱਘ,0.5833333,0.25
ਅੰਸ,0.0,0.0
ਅੱਖ,0.5,0.25
ਰੋਗੀ,0.5,0.25
ਆਜੀਵਕਾ,0.16666667,0.25
ਅੰਸ਼,0.29166666,0.1875
ਅੱਗ,0.25,0.275
ਕਸ਼ੀਦਗੀ,0.0,0.0
ਪੁਤਲੀ,0.0,0.0
ਪੁਤਲਾ,0.0,0.0
ਅੱਠ,0.0,0.0
ਅਚੰਭਵ,0.2857143,0.275
ਅੱਡ,0.4,0.4375
ਤ੍ਰਿਖਾ,0.5,0.125
ਅੱਜ,0.1875,0.0
ਸਿਬਾਲ,0.0,0.2
ਪਕੜ,0.0625,0.0
